"Date","MaxTemp","MinTemp","MeanTemp","Precip","MaxGust","HDD","CDD","Month","Year","DOW","HDD_1","HDD_2","CDD_1","CDD_2","IsBusinessDay","Holiday","MaxHDD","MaxCDD"
2015-05-06,3.9,-0.6,1.7,7.8,44,8.3,0,"May",2015,"Wednesday",1.7,0,0,0.199999999999999,1,0,5.6,0
2015-05-07,10.6,-2.3,4.2,0.2,44,5.8,0,"May",2015,"Thursday",8.3,1.7,0,0,1,0,7.3,0
2015-05-08,14,-1.3,6.4,0,44,3.6,0,"May",2015,"Friday",5.8,8.3,0,0,1,0,6.3,0
2015-05-09,17,2.4,9.7,0,33,0.300000000000001,0,"May",2015,"Saturday",3.6,5.8,0,0,0,0,2.6,2
2015-05-10,16.2,3.2,9.7,0,35,0.300000000000001,0,"May",2015,"Sunday",0.300000000000001,3.6,0,0,0,0,1.8,1.2
2015-05-11,15.8,2.4,9.1,0,32,0.9,0,"May",2015,"Monday",0.300000000000001,0.300000000000001,0,0,1,0,2.6,0.800000000000001
2015-05-12,18.3,3.1,10.7,0,37,0,0.699999999999999,"May",2015,"Tuesday",0.9,0.300000000000001,0,0,1,0,1.9,3.3
2015-05-13,17.2,5.5,11.4,0,37,0,1.4,"May",2015,"Wednesday",0,0.9,0.699999999999999,0,1,0,0,2.2
2015-05-14,18.1,4.8,11.5,0,37,0,1.5,"May",2015,"Thursday",0,0,1.4,0.699999999999999,1,0,0.2,3.1
2015-05-15,18.2,8.2,13.2,0,39,0,3.2,"May",2015,"Friday",0,0,1.5,1.4,1,0,0,3.2
2015-05-16,13.7,4.1,8.9,0,54,1.1,0,"May",2015,"Saturday",0,0,3.2,1.5,0,0,0.9,0
2015-05-17,13.3,-1,6.2,0,54,3.8,0,"May",2015,"Sunday",1.1,0,0,3.2,0,0,6,0
2015-05-18,18,3.7,10.9,0,46,0,0.9,"May",2015,"Monday",3.8,1.1,0,0,0,1,1.3,3
2015-05-19,20.8,6.2,13.5,0,41,0,3.5,"May",2015,"Tuesday",0,3.8,0.9,0,1,0,0,5.8
2015-05-20,23.2,6.9,15.1,0,41,0,5.1,"May",2015,"Wednesday",0,0,3.5,0.9,1,0,0,8.2
2015-05-21,24.3,9.5,16.9,0,41,0,6.9,"May",2015,"Thursday",0,0,5.1,3.5,1,0,0,9.3
2015-05-22,26.3,5.8,16.1,0,41,0,6.1,"May",2015,"Friday",0,0,6.9,5.1,1,0,0,11.3
2015-05-23,27.7,8.8,18.3,0,41,0,8.3,"May",2015,"Saturday",0,0,6.1,6.9,0,0,0,12.7
2015-05-24,28.1,9.4,18.8,0,37,0,8.8,"May",2015,"Sunday",0,0,8.3,6.1,0,0,0,13.1
2015-05-25,27.1,10.3,18.7,0,80,0,8.7,"May",2015,"Monday",0,0,8.8,8.3,1,0,0,12.1
2015-05-26,25,9.7,17.4,0,32,0,7.4,"May",2015,"Tuesday",0,0,8.7,8.8,1,0,0,10
2015-05-27,25.7,10.8,18.3,0,44,0,8.3,"May",2015,"Wednesday",0,0,7.4,8.7,1,0,0,10.7
2015-05-28,14.6,7.4,11,0,46,0,1,"May",2015,"Thursday",0,0,8.3,7.4,1,0,0,0
2015-05-29,16.5,4.6,10.6,0,59,0,0.6,"May",2015,"Friday",0,0,1,8.3,1,0,0.4,1.5
2015-05-30,18.8,10.3,14.6,0,48,0,4.6,"May",2015,"Saturday",0,0,0.6,1,0,0,0,3.8
2015-05-31,22.4,8.7,15.6,2.6,44,0,5.6,"May",2015,"Sunday",0,0,4.6,0.6,0,0,0,7.4
2015-06-01,19.1,8.1,13.6,0,37,0,3.6,"June",2015,"Monday",0,0,5.6,4.6,1,0,0,4.1
2015-06-02,18.4,7.3,12.9,3.1,37,0,2.9,"June",2015,"Tuesday",0,0,3.6,5.6,1,0,0,3.4
2015-06-03,23.4,10.4,16.9,0,37,0,6.9,"June",2015,"Wednesday",0,0,2.9,3.6,1,0,0,8.4
2015-06-04,24,11.6,17.8,0,56,0,7.8,"June",2015,"Thursday",0,0,6.9,2.9,1,0,0,9
2015-06-05,25.3,9.7,17.5,0,56,0,7.5,"June",2015,"Friday",0,0,7.8,6.9,1,0,0,10.3
2015-06-06,26.6,16.9,21.8,0,48,0,11.8,"June",2015,"Saturday",0,0,7.5,7.8,0,0,0,11.6
2015-06-07,27.7,13.6,20.7,0,46,0,10.7,"June",2015,"Sunday",0,0,11.8,7.5,0,0,0,12.7
2015-06-08,25.5,15.3,20.4,0,56,0,10.4,"June",2015,"Monday",0,0,10.7,11.8,1,0,0,10.5
2015-06-09,25.5,11.8,18.7,0,46,0,8.7,"June",2015,"Tuesday",0,0,10.4,10.7,1,0,0,10.5
2015-06-10,24.5,12.5,18.5,0,46,0,8.5,"June",2015,"Wednesday",0,0,8.7,10.4,1,0,0,9.5
2015-06-11,25.4,12.6,19,7,61,0,9,"June",2015,"Thursday",0,0,8.5,8.7,1,0,0,10.4
2015-06-12,18.8,9.7,14.3,0.2,46,0,4.3,"June",2015,"Friday",0,0,9,8.5,1,0,0,3.8
2015-06-13,13.7,9,11.4,0.5,39,0,1.4,"June",2015,"Saturday",0,0,4.3,9,0,0,0,0
2015-06-14,15.8,7,11.4,0,35,0,1.4,"June",2015,"Sunday",0,0,1.4,4.3,0,0,0,0.800000000000001
2015-06-15,20.2,5,12.6,0,37,0,2.6,"June",2015,"Monday",0,0,1.4,1.4,1,0,0,5.2
2015-06-16,24.5,8.4,16.5,0,54,0,6.5,"June",2015,"Tuesday",0,0,2.6,1.4,1,0,0,9.5
2015-06-17,18.9,9,14,1.2,54,0,4,"June",2015,"Wednesday",0,0,6.5,2.6,1,0,0,3.9
2015-06-18,22.8,9.4,16.1,0,39,0,6.1,"June",2015,"Thursday",0,0,4,6.5,1,0,0,7.8
2015-06-19,23.4,10.4,16.9,9.2,70,0,6.9,"June",2015,"Friday",0,0,6.1,4,1,0,0,8.4
2015-06-20,19.8,8,13.9,0.9,35,0,3.9,"June",2015,"Saturday",0,0,6.9,6.1,0,0,0,4.8
2015-06-21,22.5,7.8,15.2,0,39,0,5.2,"June",2015,"Sunday",0,0,3.9,6.9,0,0,0,7.5
2015-06-22,24.7,9.2,17,0.2,61,0,7,"June",2015,"Monday",0,0,5.2,3.9,1,0,0,9.7
2015-06-23,24.8,10.9,17.9,0,32,0,7.9,"June",2015,"Tuesday",0,0,7,5.2,1,0,0,9.8
2015-06-24,28.2,10.2,19.2,0,32,0,9.2,"June",2015,"Wednesday",0,0,7.9,7,1,0,0,13.2
2015-06-25,29.6,13.7,21.7,0,32,0,11.7,"June",2015,"Thursday",0,0,9.2,7.9,1,0,0,14.6
2015-06-26,29,16.7,22.9,0.2,37,0,12.9,"June",2015,"Friday",0,0,11.7,9.2,1,0,0,14
2015-06-27,31.1,15.4,23.3,0,37,0,13.3,"June",2015,"Saturday",0,0,12.9,11.7,0,0,0,16.1
2015-06-28,32.2,18.4,25.3,0,37,0,15.3,"June",2015,"Sunday",0,0,13.3,12.9,0,0,0,17.2
2015-06-29,24.3,16.7,20.5,1.6,41,0,10.5,"June",2015,"Monday",0,0,15.3,13.3,1,0,0,9.3
2015-06-30,22.5,15.5,19,3.1,41,0,9,"June",2015,"Tuesday",0,0,10.5,15.3,1,0,0,7.5
2015-07-01,26.2,15,20.6,1.7,35,0,10.6,"July",2015,"Wednesday",0,0,9,10.5,0,1,0,11.2
2015-07-02,30.1,14.2,22.2,0,35,0,12.2,"July",2015,"Thursday",0,0,10.6,9,1,0,0,15.1
2015-07-03,28.3,16.7,22.5,0,37,0,12.5,"July",2015,"Friday",0,0,12.2,10.6,1,0,0,13.3
2015-07-04,22.6,13.9,18.3,0,57,0,8.3,"July",2015,"Saturday",0,0,12.5,12.2,0,0,0,7.6
2015-07-05,20.8,11.6,16.2,0,48,0,6.2,"July",2015,"Sunday",0,0,8.3,12.5,0,0,0,5.8
2015-07-06,24.8,9.6,17.2,0,32,0,7.2,"July",2015,"Monday",0,0,6.2,8.3,1,0,0,9.8
2015-07-07,21.3,10.7,16,0,32,0,6,"July",2015,"Tuesday",0,0,7.2,6.2,1,0,0,6.3
2015-07-08,31.7,10.7,21.2,0,41,0,11.2,"July",2015,"Wednesday",0,0,6,7.2,1,0,0,16.7
2015-07-09,34.1,16.7,25.4,0.2,41,0,15.4,"July",2015,"Thursday",0,0,11.2,6,1,0,0,19.1
2015-07-10,29.9,18.2,24.1,0,33,0,14.1,"July",2015,"Friday",0,0,15.4,11.2,1,0,0,14.9
2015-07-11,30,17.9,24,0,39,0,14,"July",2015,"Saturday",0,0,14.1,15.4,0,0,0,15
2015-07-12,29.9,18.4,24.2,11.3,50,0,14.2,"July",2015,"Sunday",0,0,14,14.1,0,0,0,14.9
2015-07-13,26.1,18,22.1,0,33,0,12.1,"July",2015,"Monday",0,0,14.2,14,1,0,0,11.1
2015-07-14,25.8,14.1,20,0,33,0,10,"July",2015,"Tuesday",0,0,12.1,14.2,1,0,0,10.8
2015-07-15,26.7,13.9,20.3,0.9,35,0,10.3,"July",2015,"Wednesday",0,0,10,12.1,1,0,0,11.7
2015-07-16,18,11.6,14.8,7.1,48,0,4.8,"July",2015,"Thursday",0,0,10.3,10,1,0,0,3
2015-07-17,22.8,12,17.4,28.1,65,0,7.4,"July",2015,"Friday",0,0,4.8,10.3,1,0,0,7.8
2015-07-18,26.9,14.2,20.6,0,59,0,10.6,"July",2015,"Saturday",0,0,7.4,4.8,0,0,0,11.9
2015-07-19,25.5,16.1,20.8,0,44,0,10.8,"July",2015,"Sunday",0,0,10.6,7.4,0,0,0,10.5
2015-07-20,26.8,15.3,21.1,10,102,0,11.1,"July",2015,"Monday",0,0,10.8,10.6,1,0,0,11.8
2015-07-21,23.8,14.1,19,4.2,35,0,9,"July",2015,"Tuesday",0,0,11.1,10.8,1,0,0,8.8
2015-07-22,20.7,10.8,15.8,0.2,44,0,5.8,"July",2015,"Wednesday",0,0,9,11.1,1,0,0,5.7
2015-07-23,22.3,8.9,15.6,0.2,33,0,5.6,"July",2015,"Thursday",0,0,5.8,9,1,0,0,7.3
2015-07-24,25.9,11.9,18.9,0.3,32,0,8.9,"July",2015,"Friday",0,0,5.6,5.8,1,0,0,10.9
2015-07-25,21.9,12.9,17.4,1.5,32,0,7.4,"July",2015,"Saturday",0,0,8.9,5.6,0,0,0,6.9
2015-07-26,21.8,10.1,16,0.2,32,0,6,"July",2015,"Sunday",0,0,7.4,8.9,0,0,0,6.8
2015-07-27,23.1,12.6,17.9,0,32,0,7.9,"July",2015,"Monday",0,0,6,7.4,1,0,0,8.1
2015-07-28,24.3,12.6,18.5,0,48,0,8.5,"July",2015,"Tuesday",0,0,7.9,6,1,0,0,9.3
2015-07-29,23.5,11.7,17.6,0,44,0,7.6,"July",2015,"Wednesday",0,0,8.5,7.9,1,0,0,8.5
2015-07-30,25.1,13.6,19.4,0,33,0,9.4,"July",2015,"Thursday",0,0,7.6,8.5,1,0,0,10.1
2015-07-31,29.3,13.4,21.4,0,39,0,11.4,"July",2015,"Friday",0,0,9.4,7.6,1,0,0,14.3
2015-08-01,25.1,14.1,19.6,6.1,69,0,9.6,"August",2015,"Saturday",0,0,11.4,9.4,0,0,0,10.1
2015-08-02,26.8,13.9,20.4,0,32,0,10.4,"August",2015,"Sunday",0,0,9.6,11.4,0,0,0,11.8
2015-08-03,29.7,18.1,23.9,0,44,0,13.9,"August",2015,"Monday",0,0,10.4,9.6,1,0,0,14.7
2015-08-04,22,15.9,19,0.2,37,0,9,"August",2015,"Tuesday",0,0,13.9,10.4,1,0,0,7
2015-08-05,18.5,12.1,15.3,0,37,0,5.3,"August",2015,"Wednesday",0,0,9,13.9,1,0,0,3.5
2015-08-06,22.8,9.2,16,0.2,37,0,6,"August",2015,"Thursday",0,0,5.3,9,1,0,0,7.8
2015-08-07,24.3,13.2,18.8,0,37,0,8.8,"August",2015,"Friday",0,0,6,5.3,1,0,0,9.3
2015-08-08,27.9,13.8,20.9,0,32,0,10.9,"August",2015,"Saturday",0,0,8.8,6,0,0,0,12.9
2015-08-09,29.9,13.3,21.6,0,32,0,11.6,"August",2015,"Sunday",0,0,10.9,8.8,0,0,0,14.9
2015-08-10,29.8,13.5,21.7,0,44,0,11.7,"August",2015,"Monday",0,0,11.6,10.9,1,0,0,14.8
2015-08-11,31,13.3,22.2,0,44,0,12.2,"August",2015,"Tuesday",0,0,11.7,11.6,1,0,0,16
2015-08-12,30.4,16.5,23.5,0,44,0,13.5,"August",2015,"Wednesday",0,0,12.2,11.7,1,0,0,15.4
2015-08-13,31,16,23.5,0,33,0,13.5,"August",2015,"Thursday",0,0,13.5,12.2,1,0,0,16
2015-08-14,22.8,14.6,18.7,0,35,0,8.7,"August",2015,"Friday",0,0,13.5,13.5,1,0,0,7.8
2015-08-15,16.5,10.3,13.4,7.6,33,0,3.4,"August",2015,"Saturday",0,0,8.7,13.5,0,0,0,1.5
2015-08-16,17.9,8.6,13.3,0,33,0,3.3,"August",2015,"Sunday",0,0,3.4,8.7,0,0,0,2.9
2015-08-17,22.6,6.4,14.5,0.3,33,0,4.5,"August",2015,"Monday",0,0,3.3,3.4,1,0,0,7.6
2015-08-18,22.2,10.1,16.2,0,32,0,6.2,"August",2015,"Tuesday",0,0,4.5,3.3,1,0,0,7.2
2015-08-19,27.5,12.7,20.1,0,46,0,10.1,"August",2015,"Wednesday",0,0,6.2,4.5,1,0,0,12.5
2015-08-20,21.9,11.4,16.7,0.5,33,0,6.7,"August",2015,"Thursday",0,0,10.1,6.2,1,0,0,6.9
2015-08-21,13.3,7.6,10.5,1.2,41,0,0.5,"August",2015,"Friday",0,0,6.7,10.1,1,0,0,0
2015-08-22,18.5,5.9,12.2,0,33,0,2.2,"August",2015,"Saturday",0,0,0.5,6.7,0,0,0,3.5
2015-08-23,24.5,6.9,15.7,0.3,44,0,5.7,"August",2015,"Sunday",0,0,2.2,0.5,0,0,0,9.5
2015-08-24,24.4,9.8,17.1,0,44,0,7.1,"August",2015,"Monday",0,0,5.7,2.2,1,0,0,9.4
2015-08-25,24.1,10.9,17.5,0,44,0,7.5,"August",2015,"Tuesday",0,0,7.1,5.7,1,0,0,9.1
2015-08-26,22.9,11.1,17,0,44,0,7,"August",2015,"Wednesday",0,0,7.5,7.1,1,0,0,7.9
2015-08-27,26.9,12.6,19.8,0,44,0,9.8,"August",2015,"Thursday",0,0,7,7.5,1,0,0,11.9
2015-08-28,28.8,12.7,20.8,0,44,0,10.8,"August",2015,"Friday",0,0,9.8,7,1,0,0,13.8
2015-08-29,26.4,12.5,19.5,0.2,50,0,9.5,"August",2015,"Saturday",0,0,10.8,9.8,0,0,0,11.4
2015-08-30,25.8,10.6,18.2,0,37,0,8.2,"August",2015,"Sunday",0,0,9.5,10.8,0,0,0,10.8
2015-08-31,24.6,8.1,16.4,0,39,0,6.4,"August",2015,"Monday",0,0,8.2,9.5,1,0,0,9.6
2015-09-01,21,10.3,15.7,0.4,46,0,5.7,"September",2015,"Tuesday",0,0,6.4,8.2,1,0,0,6
2015-09-02,20.5,9.5,15,0.9,44,0,5,"September",2015,"Wednesday",0,0,5.7,6.4,1,0,0,5.5
2015-09-03,16.5,5.9,11.2,0,35,0,1.2,"September",2015,"Thursday",0,0,5,5.7,1,0,0,1.5
2015-09-04,11.2,6.4,8.8,1.7,35,1.2,0,"September",2015,"Friday",0,0,1.2,5,1,0,0,0
2015-09-05,13.7,6,9.9,1.6,35,0.0999999999999996,0,"September",2015,"Saturday",1.2,0,0,1.2,0,0,0,0
2015-09-06,8.2,5.4,6.8,24.9,50,3.2,0,"September",2015,"Sunday",0.0999999999999996,1.2,0,0,0,0,0,0
2015-09-07,16.4,5.6,11,1.1,50,0,1,"September",2015,"Monday",3.2,0.0999999999999996,0,0,0,1,0,1.4
2015-09-08,16.1,4.9,10.5,0.3,50,0,0.5,"September",2015,"Tuesday",0,3.2,1,0,1,0,0.0999999999999996,1.1
2015-09-09,18.3,7.4,12.9,0,50,0,2.9,"September",2015,"Wednesday",0,0,0.5,1,1,0,0,3.3
2015-09-10,22.4,9.3,15.9,0,32,0,5.9,"September",2015,"Thursday",0,0,2.9,0.5,1,0,0,7.4
2015-09-11,27.7,10.9,19.3,0,32,0,9.3,"September",2015,"Friday",0,0,5.9,2.9,1,0,0,12.7
2015-09-12,27.2,10,18.6,6.2,61,0,8.6,"September",2015,"Saturday",0,0,9.3,5.9,0,0,0,12.2
2015-09-13,17.2,7.6,12.4,0.2,37,0,2.4,"September",2015,"Sunday",0,0,8.6,9.3,0,0,0,2.2
2015-09-14,12.5,6.2,9.4,0.2,37,0.6,0,"September",2015,"Monday",0,0,2.4,8.6,1,0,0,0
2015-09-15,8,6.3,7.2,13.6,33,2.8,0,"September",2015,"Tuesday",0.6,0,0,2.4,1,0,0,0
2015-09-16,10.3,4.9,7.6,0.4,33,2.4,0,"September",2015,"Wednesday",2.8,0.6,0,0,1,0,0.0999999999999996,0
2015-09-17,16.9,1.6,9.3,0.2,33,0.699999999999999,0,"September",2015,"Thursday",2.4,2.8,0,0,1,0,3.4,1.9
2015-09-18,19.7,4.8,12.3,0,35,0,2.3,"September",2015,"Friday",0.699999999999999,2.4,0,0,1,0,0.2,4.7
2015-09-19,23.1,5.6,14.4,0,32,0,4.4,"September",2015,"Saturday",0,0.699999999999999,2.3,0,0,0,0,8.1
2015-09-20,12.2,5.4,8.8,4.6,39,1.2,0,"September",2015,"Sunday",0,0,4.4,2.3,0,0,0,0
2015-09-21,12.6,3.2,7.9,0.4,48,2.1,0,"September",2015,"Monday",1.2,0,0,4.4,1,0,1.8,0
2015-09-22,13.5,0.1,6.8,0.2,39,3.2,0,"September",2015,"Tuesday",2.1,1.2,0,0,1,0,4.9,0
2015-09-23,17.1,3.2,10.2,0,39,0,0.199999999999999,"September",2015,"Wednesday",3.2,2.1,0,0,1,0,1.8,2.1
2015-09-24,21.9,3.6,12.8,0,37,0,2.8,"September",2015,"Thursday",0,3.2,0.199999999999999,0,1,0,1.4,6.9
2015-09-25,14.8,8.3,11.6,0,56,0,1.6,"September",2015,"Friday",0,0,2.8,0.199999999999999,1,0,0,0
2015-09-26,15.9,7.3,11.6,0,37,0,1.6,"September",2015,"Saturday",0,0,1.6,2.8,0,0,0,0.9
2015-09-27,11.1,1.4,6.3,0,52,3.7,0,"September",2015,"Sunday",0,0,1.6,1.6,0,0,3.6,0
2015-09-28,16.4,0.1,8.3,0.2,52,1.7,0,"September",2015,"Monday",3.7,0,0,1.6,1,0,4.9,1.4
2015-09-29,19.8,3.5,11.7,0,52,0,1.7,"September",2015,"Tuesday",1.7,3.7,0,0,1,0,1.5,4.8
2015-09-30,22.9,5,14,0,52,0,4,"September",2015,"Wednesday",0,1.7,1.7,0,1,0,0,7.9
2015-10-01,24.7,7.3,16,0,32,0,6,"October",2015,"Thursday",0,0,4,1.7,1,0,0,9.7
2015-10-02,19.6,3.7,11.7,0.7,57,0,1.7,"October",2015,"Friday",0,0,6,4,1,0,1.3,4.6
2015-10-03,4.6,0.3,2.5,0.5,46,7.5,0,"October",2015,"Saturday",0,0,1.7,6,0,0,4.7,0
2015-10-04,7.6,0,3.8,0.2,46,6.2,0,"October",2015,"Sunday",7.5,0,0,1.7,0,0,5,0
2015-10-05,12.3,-2.6,4.9,0,35,5.1,0,"October",2015,"Monday",6.2,7.5,0,0,1,0,7.6,0
2015-10-06,14.3,0.4,7.4,0,39,2.6,0,"October",2015,"Tuesday",5.1,6.2,0,0,1,0,4.6,0
2015-10-07,19.3,6.3,12.8,0,35,0,2.8,"October",2015,"Wednesday",2.6,5.1,0,0,1,0,0,4.3
2015-10-08,21,6.9,14,0,35,0,4,"October",2015,"Thursday",0,2.6,2.8,0,1,0,0,6
2015-10-09,20.6,8.3,14.5,0,35,0,4.5,"October",2015,"Friday",0,0,4,2.8,1,0,0,5.6
2015-10-10,26,8.8,17.4,0,48,0,7.4,"October",2015,"Saturday",0,0,4.5,4,0,0,0,11
2015-10-11,15.1,4.5,9.8,1.7,63,0.199999999999999,0,"October",2015,"Sunday",0,0,7.4,4.5,0,0,0.5,0.0999999999999996
2015-10-12,14.9,3.2,9.1,0.7,32,0.9,0,"October",2015,"Monday",0.199999999999999,0,0,7.4,0,1,1.8,0
2015-10-13,16.5,1.7,9.1,0,50,0.9,0,"October",2015,"Tuesday",0.9,0.199999999999999,0,0,1,0,3.3,1.5
2015-10-14,13,4.1,8.6,0,56,1.4,0,"October",2015,"Wednesday",0.9,0.9,0,0,1,0,0.9,0
2015-10-15,13.5,-2.3,5.6,0,56,4.4,0,"October",2015,"Thursday",1.4,0.9,0,0,1,0,7.3,0
2015-10-16,15.8,1.9,8.9,0,56,1.1,0,"October",2015,"Friday",4.4,1.4,0,0,1,0,3.1,0.800000000000001
2015-10-17,18.5,3.5,11,0,56,0,1,"October",2015,"Saturday",1.1,4.4,0,0,0,0,1.5,3.5
2015-10-18,17.8,6.2,12,0,39,0,2,"October",2015,"Sunday",0,1.1,1,0,0,0,0,2.8
2015-10-19,17.4,3.5,10.5,0,39,0,0.5,"October",2015,"Monday",0,0,2,1,1,0,1.5,2.4
2015-10-20,11.9,6.6,6.9,1,39,3.1,0,"October",2015,"Tuesday",0,0,0.5,2,1,0,0,0
2015-10-21,18.8,2.4,10.6,0,39,0,0.6,"October",2015,"Wednesday",3.1,0,0,0.5,1,0,2.6,3.8
2015-10-22,14.5,4.7,9.6,0,39,0.4,0,"October",2015,"Thursday",0,3.1,0.6,0,1,0,0.3,0
2015-10-23,13,-0.6,6.2,0,33,3.8,0,"October",2015,"Friday",0.4,0,0,0.6,1,0,5.6,0
2015-10-24,11.3,0.8,6.1,0,33,3.9,0,"October",2015,"Saturday",3.8,0.4,0,0,0,0,4.2,0
2015-10-25,10.7,-3.7,3.5,0,33,6.5,0,"October",2015,"Sunday",3.9,3.8,0,0,0,0,8.7,0
2015-10-26,7.3,2.1,4.7,2.9,46,5.3,0,"October",2015,"Monday",6.5,3.9,0,0,1,0,2.9,0
2015-10-27,5.8,-0.8,2.5,0.2,52,7.5,0,"October",2015,"Tuesday",5.3,6.5,0,0,1,0,5.8,0
2015-10-28,7.8,-5.5,1.2,0,52,8.8,0,"October",2015,"Wednesday",7.5,5.3,0,0,1,0,10.5,0
2015-10-29,12.4,0.5,6.5,0,52,3.5,0,"October",2015,"Thursday",8.8,7.5,0,0,1,0,4.5,0
2015-10-30,8.8,1.5,5.2,1.2,52,4.8,0,"October",2015,"Friday",3.5,8.8,0,0,1,0,3.5,0
2015-10-31,9.7,-0.1,4.8,3.2,37,5.2,0,"October",2015,"Saturday",4.8,3.5,0,0,0,0,5.1,0
2015-11-01,3.6,1.2,2.4,0.7,37,7.6,0,"November",2015,"Sunday",5.2,4.8,0,0,0,0,3.8,0
2015-11-02,1.7,0.4,1.1,2.1,37,8.9,0,"November",2015,"Monday",7.6,5.2,0,0,1,0,4.6,0
2015-11-03,2.3,-1.2,0.6,1.2,37,9.4,0,"November",2015,"Tuesday",8.9,7.6,0,0,1,0,6.2,0
2015-11-04,4.2,-3.9,0.2,0.2,37,9.8,0,"November",2015,"Wednesday",9.4,8.9,0,0,1,0,8.9,0
2015-11-05,3.2,-1.7,0.8,0,48,9.2,0,"November",2015,"Thursday",9.8,9.4,0,0,1,0,6.7,0
2015-11-06,6.9,-2.7,2.1,0.2,48,7.9,0,"November",2015,"Friday",9.2,9.8,0,0,1,0,7.7,0
2015-11-07,12.1,2.2,7.2,0,48,2.8,0,"November",2015,"Saturday",7.9,9.2,0,0,0,0,2.8,0
2015-11-08,4.3,0.3,2.3,2.6,48,7.7,0,"November",2015,"Sunday",2.8,7.9,0,0,0,0,4.7,0
2015-11-09,3.7,-2.4,0.7,0.6,48,9.3,0,"November",2015,"Monday",7.7,2.8,0,0,1,0,7.4,0
2015-11-10,2.8,-5.7,-1.5,0,32,11.5,0,"November",2015,"Tuesday",9.3,7.7,0,0,1,0,10.7,0
2015-11-11,5.3,-1.7,1.8,0,61,8.2,0,"November",2015,"Wednesday",11.5,9.3,0,0,0,1,6.7,0
2015-11-12,5.7,-3,1.4,0,39,8.6,0,"November",2015,"Thursday",8.2,11.5,0,0,1,0,8,0
2015-11-13,6.7,-1.7,2.5,0,44,7.5,0,"November",2015,"Friday",8.6,8.2,0,0,1,0,6.7,0
2015-11-14,5.6,-3,1.3,0,44,8.7,0,"November",2015,"Saturday",7.5,8.6,0,0,0,0,8,0
2015-11-15,1.3,0,0.7,0,44,9.3,0,"November",2015,"Sunday",8.7,7.5,0,0,0,0,5,0
2015-11-16,2.7,-2.8,-0.1,0,41,10.1,0,"November",2015,"Monday",9.3,8.7,0,0,1,0,7.8,0
2015-11-17,2.9,-2.4,0.3,0,41,9.7,0,"November",2015,"Tuesday",10.1,9.3,0,0,1,0,7.4,0
2015-11-18,-0.9,-9,-5,0,48,15,0,"November",2015,"Wednesday",9.7,10.1,0,0,1,0,14,0
2015-11-19,-1.7,-8.9,-5.3,0.3,32,15.3,0,"November",2015,"Thursday",15,9.7,0,0,1,0,13.9,0
2015-11-20,-3.3,-11.8,-7.6,0,32,17.6,0,"November",2015,"Friday",15.3,15,0,0,1,0,16.8,0
2015-11-21,3.9,-4.7,-0.4,0,32,10.4,0,"November",2015,"Saturday",17.6,15.3,0,0,0,0,9.7,0
2015-11-22,7,-3.3,1.9,0,44,8.1,0,"November",2015,"Sunday",10.4,17.6,0,0,0,0,8.3,0
2015-11-23,-0.2,-4.5,-2.4,5.2,48,12.4,0,"November",2015,"Monday",8.1,10.4,0,0,1,0,9.5,0
2015-11-24,-4.5,-14.6,-9.6,3.4,41,19.6,0,"November",2015,"Tuesday",12.4,8.1,0,0,1,0,19.6,0
2015-11-25,-4.8,-20.3,-12.6,0.4,41,22.6,0,"November",2015,"Wednesday",19.6,12.4,0,0,1,0,25.3,0
2015-11-26,-4,-15,-9.5,0,41,19.5,0,"November",2015,"Thursday",22.6,19.6,0,0,1,0,20,0
2015-11-27,5.8,-9,-1.6,0,32,11.6,0,"November",2015,"Friday",19.5,22.6,0,0,1,0,14,0
2015-11-28,2,-10.4,-4.2,0,32,14.2,0,"November",2015,"Saturday",11.6,19.5,0,0,0,0,15.4,0
2015-11-29,2.9,-10.8,-4,0,32,14,0,"November",2015,"Sunday",14.2,11.6,0,0,0,0,15.8,0
2015-11-30,-0.9,-12.7,-6.8,0,32,16.8,0,"November",2015,"Monday",14,14.2,0,0,1,0,17.7,0
2015-12-01,3.8,-14.5,-5.4,0,32,15.4,0,"December",2015,"Tuesday",16.8,14,0,0,1,0,19.5,0
2015-12-02,8.5,-7.1,0.7,0,32,9.3,0,"December",2015,"Wednesday",15.4,16.8,0,0,1,0,12.1,0
2015-12-03,2.7,-4.9,-1.1,0,32,11.1,0,"December",2015,"Thursday",9.3,15.4,0,0,1,0,9.9,0
2015-12-04,5.4,-5.4,0,0,32,10,0,"December",2015,"Friday",11.1,9.3,0,0,1,0,10.4,0
2015-12-05,4.1,-4.5,-0.2,0,32,10.2,0,"December",2015,"Saturday",10,11.1,0,0,0,0,9.5,0
2015-12-06,-1.6,-8.6,-5.1,0,32,15.1,0,"December",2015,"Sunday",10.2,10,0,0,0,0,13.6,0
2015-12-07,7.2,-6,0.6,0,32,9.4,0,"December",2015,"Monday",15.1,10.2,0,0,1,0,11,0
2015-12-08,3.7,-6,-1.2,0,35,11.2,0,"December",2015,"Tuesday",9.4,15.1,0,0,1,0,11,0
2015-12-09,0.8,-6.4,-2.8,0,35,12.8,0,"December",2015,"Wednesday",11.2,9.4,0,0,1,0,11.4,0
2015-12-10,-1.5,-7.3,-4.4,0,35,14.4,0,"December",2015,"Thursday",12.8,11.2,0,0,1,0,12.3,0
